Class,Description,GroupValue,Renewal Prob,Number of Months from First Unlock
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,8,0.716981,12.970914
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,9,0.722372,12.981343
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,10,0.762183,12.815857
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,11,0.794038,13.006826
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,12,0.815884,12.69469
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,13,0.809091,12.58427
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,14,0.837349,12.964029
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,15,0.829457,12.803738
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,16,0.852632,12.333333
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,17,0.814815,12.469697
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,18,0.882353,12.116667
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,19,0.909091,12.15
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,20,0.866667,12.307692
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,21,0.814815,12.181818
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,22,0.9,12.666667
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,23,0.869565,12.3
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,24,1,12.136364
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,25,1,12.4
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,26,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,27,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,28,0.833333,12.2
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,29,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,30,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,31,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,32,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,33,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,35,0.5,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,36,1,12.5
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,37,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,38,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,39,1,13
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,41,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,42,1,11.5
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,44,1,12
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,49,0,
support_message_thread,Number of 'Support message threads' events recorded for the employee during the observation window.,58,1,12
,,,,
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,0,0.165916,13.736434
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,1,0.069996,13.769057
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,2,0.228872,13.811212
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,3,0.415916,13.873204
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,4,0.522631,13.707119
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,5,0.598837,13.635728
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,6,0.64028,13.448031
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,7,0.61986,13.427184
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,8,0.661818,13.431868
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,9,0.650383,13.56701
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,10,0.672435,13.420956
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,11,0.634722,13.525164
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,12,0.644161,13.065156
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,13,0.704331,13.475936
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,14,0.702991,13.170213
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,15,0.685484,13.07451
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,16,0.680556,13.277551
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,17,0.664577,13.363208
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,18,0.689046,13.241026
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,19,0.716279,13.103896
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,20,0.7,13.068323
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,21,0.722772,13.349315
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,22,0.722222,12.804196
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,23,0.74269,12.834646
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,24,0.780303,13.048544
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,25,0.773973,13.327434
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,26,0.778626,12.54902
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,27,0.767241,12.932584
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,28,0.771429,13.444444
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,29,0.847826,13.102564
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,30,0.844037,12.836957
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,31,0.756757,12.696429
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,32,0.806818,12.887324
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,33,0.735294,12.32
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,34,0.822222,12.540541
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,35,0.904762,12.552632
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,36,0.859375,12.436364
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,37,0.88,12.636364
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,38,0.787234,12.027027
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,39,0.842105,12.875
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,40,0.810811,12.666667
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,41,0.933333,12.75
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,42,0.870968,12.259259
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,43,0.852941,12.344828
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,44,1,12.095238
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,45,1,12.416667
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,46,0.789474,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,47,0.833333,12.3
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,48,0.772727,12.470588
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,49,0.956522,12.590909
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,50,0.941176,12.0625
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,51,0.833333,12.68
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,52,0.833333,11.7
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,53,0.933333,12.428571
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,54,0.769231,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,55,0.75,13.5
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,56,0.9,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,57,0.7,12.428571
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,58,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,59,0.857143,12.333333
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,60,1,12.285714
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,61,1,12.166667
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,62,1,12.25
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,63,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,64,0.888889,12.375
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,65,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,66,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,67,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,68,0.6,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,69,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,70,1,12.25
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,71,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,73,1,13
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,74,0.75,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,75,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,76,1,14
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,77,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,79,1,12.333333
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,80,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,82,1,12.333333
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,83,1,14.5
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,85,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,86,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,88,0.5,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,89,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,90,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,94,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,98,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,99,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,100,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,101,1,15
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,102,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,103,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,104,1,13
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,106,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,109,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,112,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,117,1,13
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,118,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,120,0,
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,122,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,134,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,138,1,13
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,142,1,15
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,144,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,150,1,13
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,161,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,165,1,12
operational_email_received,Number of 'Operational/transactional email interactions' events recorded for the employee during the observation window.,214,0,
,,,,
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,0,0.290685,13.601101
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,1,0.632,13.405063
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,2,0.787879,13.653846
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,3,0.777778,13.714286
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,4,0.75,14
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,5,0.8,13.5
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,6,1,12
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,7,0,
wheel_login,Number of 'Wheel login events' events recorded for the employee during the observation window.,8,0,
,,,,
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,0,0.289719,13.602366
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,1,0.447236,13.550562
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,2,0.446154,13.321839
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,3,0.551402,13
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,4,0.455882,13.483871
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,5,0.540541,14.1
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,6,0.590909,14.153846
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,7,0.352941,12.833333
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,8,0.529412,14.777778
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,9,0.555556,13.2
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,10,0.6,16.333333
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,11,0.5,12.5
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,12,1,14.5
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,13,1,12
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,14,0,
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,15,1,12
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,16,0,
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,17,1,15
adoption_article_views,Number of 'Article views: Adoption' events recorded for the employee during the observation window.,40,1,12
,,,,
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,0,0.279821,13.645226
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,1,0.484277,13.218615
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,2,0.52194,13.030973
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,3,0.584052,13.243542
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,4,0.578947,13.131313
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,5,0.627358,13.18797
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,6,0.585185,13.012658
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,7,0.556701,12.777778
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,8,0.666667,12.942308
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,9,0.692308,12.638889
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,10,0.604167,12.37931
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,11,0.617647,12.666667
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,12,0.772727,12.411765
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,13,0.727273,12.875
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,14,0.8,14
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,15,0.769231,12.3
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,16,0.8,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,17,0.6875,12.272727
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,18,0.777778,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,19,0.75,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,20,0.666667,12.5
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,21,1,12.25
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,22,1,14.5
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,23,0.333333,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,24,0.5,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,25,0.875,13.142857
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,26,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,27,1,13.5
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,28,0,
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,30,1,13
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,33,0,
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,34,0.666667,13
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,36,1,17.5
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,39,0.5,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,42,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,43,0.5,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,45,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,51,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,53,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,60,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,67,0,
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,81,1,12
other_article_views,Number of 'Article views: Other/general' events recorded for the employee during the observation window.,100,1,12
,,,,
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,0,0.253249,13.636714
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,1,0.451467,13.662787
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,2,0.485232,13.607358
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,3,0.546763,13.478469
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,4,0.597107,13.586505
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,5,0.57725,13.155882
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,6,0.613527,13.137795
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,7,0.602649,13.153846
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,8,0.619512,13.275591
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,9,0.651429,12.815789
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,10,0.587413,13.190476
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,11,0.70339,12.698795
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,12,0.647059,13.054545
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,13,0.608696,13.547619
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,14,0.72,12.694444
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,15,0.673469,13.272727
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,16,0.828571,13.068966
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,17,0.5625,12.444444
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,18,0.678571,12.526316
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,19,0.529412,11.888889
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,20,0.8125,12.692308
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,21,0.882353,12.733333
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,22,0.818182,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,23,0.545455,12.5
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,24,0.6875,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,25,1,12.666667
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,26,0.714286,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,27,0.6,12.666667
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,28,0.6,13.666667
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,29,0.666667,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,30,1,13
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,31,0.75,14
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,32,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,33,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,35,1,12.666667
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,36,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,37,1,11.5
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,38,0.25,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,39,0.666667,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,42,0,
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,44,1,13.5
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,45,0.75,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,46,0.5,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,48,0.5,13
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,49,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,51,1,17.5
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,54,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,56,0,
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,57,0,
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,58,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,59,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,60,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,64,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,77,1,12
fertility_article_views,Number of 'Article views: Fertility' events recorded for the employee during the observation window.,196,1,12
,,,,
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,0,0.291336,13.600687
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,1,0.444444,13.25
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,2,0.4,13
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,3,0,
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,4,0.5,12
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,5,0,
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,8,1,17
gac_article_views,Number of 'Article views: Gender-affirming care' events recorded for the employee during the observation window.,12,0,
,,,,
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,0,0.289619,13.601294
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,1,0.490141,13.844828
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,2,0.6,13.466667
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,3,0.533333,13.28125
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,4,0.533333,13.25
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,5,0.631579,12.416667
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,6,0.444444,14.25
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,7,1,11.875
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,8,0.5,13.25
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,9,0.555556,12.8
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,10,0.666667,13
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,11,0.666667,15
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,12,1,15.5
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,13,0.666667,13.5
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,14,0.5,14
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,15,1,13
gest_surrogacy_article_views,Number of 'Article views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,16,1,12
